"target","location","forecast_date","target_end_date","quantile","value","type"
"13 day ahead inc hosp","08",2022-08-22,2022-09-04,0.45,28,"quantile"
"14 day ahead inc hosp","08",2022-08-22,2022-09-05,0.45,28,"quantile"
"15 day ahead inc hosp","08",2022-08-22,2022-09-06,0.45,27,"quantile"
"16 day ahead inc hosp","08",2022-08-22,2022-09-07,0.45,26,"quantile"
"17 day ahead inc hosp","08",2022-08-22,2022-09-08,0.45,25,"quantile"
"18 day ahead inc hosp","08",2022-08-22,2022-09-09,0.45,25,"quantile"
"19 day ahead inc hosp","08",2022-08-22,2022-09-10,0.45,24,"quantile"
"20 day ahead inc hosp","08",2022-08-22,2022-09-11,0.45,24,"quantile"
"21 day ahead inc hosp","08",2022-08-22,2022-09-12,0.45,23,"quantile"
"22 day ahead inc hosp","08",2022-08-22,2022-09-13,0.45,22,"quantile"
"23 day ahead inc hosp","08",2022-08-22,2022-09-14,0.45,22,"quantile"
"24 day ahead inc hosp","08",2022-08-22,2022-09-15,0.45,21,"quantile"
"25 day ahead inc hosp","08",2022-08-22,2022-09-16,0.45,21,"quantile"
"26 day ahead inc hosp","08",2022-08-22,2022-09-17,0.45,20,"quantile"
"27 day ahead inc hosp","08",2022-08-22,2022-09-18,0.45,20,"quantile"
"28 day ahead inc hosp","08",2022-08-22,2022-09-19,0.45,19,"quantile"
"29 day ahead inc hosp","08",2022-08-22,2022-09-20,0.45,19,"quantile"
"30 day ahead inc hosp","08",2022-08-22,2022-09-21,0.45,18,"quantile"
"1 day ahead inc hosp","08",2022-08-22,2022-08-23,0.5,41,"quantile"
"2 day ahead inc hosp","08",2022-08-22,2022-08-24,0.5,41,"quantile"
"3 day ahead inc hosp","08",2022-08-22,2022-08-25,0.5,40,"quantile"
"4 day ahead inc hosp","08",2022-08-22,2022-08-26,0.5,39,"quantile"
"5 day ahead inc hosp","08",2022-08-22,2022-08-27,0.5,37,"quantile"
"6 day ahead inc hosp","08",2022-08-22,2022-08-28,0.5,37,"quantile"
"7 day ahead inc hosp","08",2022-08-22,2022-08-29,0.5,36,"quantile"
"8 day ahead inc hosp","08",2022-08-22,2022-08-30,0.5,34,"quantile"
"9 day ahead inc hosp","08",2022-08-22,2022-08-31,0.5,33,"quantile"
"10 day ahead inc hosp","08",2022-08-22,2022-09-01,0.5,32,"quantile"
"11 day ahead inc hosp","08",2022-08-22,2022-09-02,0.5,32,"quantile"
"12 day ahead inc hosp","08",2022-08-22,2022-09-03,0.5,31,"quantile"
"13 day ahead inc hosp","08",2022-08-22,2022-09-04,0.5,30,"quantile"
"14 day ahead inc hosp","08",2022-08-22,2022-09-05,0.5,30,"quantile"
"15 day ahead inc hosp","08",2022-08-22,2022-09-06,0.5,28,"quantile"
"16 day ahead inc hosp","08",2022-08-22,2022-09-07,0.5,27,"quantile"
"17 day ahead inc hosp","08",2022-08-22,2022-09-08,0.5,27,"quantile"
"18 day ahead inc hosp","08",2022-08-22,2022-09-09,0.5,27,"quantile"
"19 day ahead inc hosp","08",2022-08-22,2022-09-10,0.5,26,"quantile"
"20 day ahead inc hosp","08",2022-08-22,2022-09-11,0.5,25,"quantile"
"21 day ahead inc hosp","08",2022-08-22,2022-09-12,0.5,24,"quantile"
"22 day ahead inc hosp","08",2022-08-22,2022-09-13,0.5,23,"quantile"
"23 day ahead inc hosp","08",2022-08-22,2022-09-14,0.5,23,"quantile"
"24 day ahead inc hosp","08",2022-08-22,2022-09-15,0.5,22,"quantile"
"25 day ahead inc hosp","08",2022-08-22,2022-09-16,0.5,22,"quantile"
"26 day ahead inc hosp","08",2022-08-22,2022-09-17,0.5,21,"quantile"
"27 day ahead inc hosp","08",2022-08-22,2022-09-18,0.5,21,"quantile"
"28 day ahead inc hosp","08",2022-08-22,2022-09-19,0.5,20,"quantile"
"29 day ahead inc hosp","08",2022-08-22,2022-09-20,0.5,20,"quantile"
"30 day ahead inc hosp","08",2022-08-22,2022-09-21,0.5,19,"quantile"
"1 day ahead inc hosp","08",2022-08-22,2022-08-23,0.55,44,"quantile"
"2 day ahead inc hosp","08",2022-08-22,2022-08-24,0.55,43,"quantile"
"3 day ahead inc hosp","08",2022-08-22,2022-08-25,0.55,42,"quantile"
"4 day ahead inc hosp","08",2022-08-22,2022-08-26,0.55,41,"quantile"
"5 day ahead inc hosp","08",2022-08-22,2022-08-27,0.55,39,"quantile"
"6 day ahead inc hosp","08",2022-08-22,2022-08-28,0.55,38,"quantile"
"7 day ahead inc hosp","08",2022-08-22,2022-08-29,0.55,38,"quantile"
"8 day ahead inc hosp","08",2022-08-22,2022-08-30,0.55,36,"quantile"
"9 day ahead inc hosp","08",2022-08-22,2022-08-31,0.55,35,"quantile"
"10 day ahead inc hosp","08",2022-08-22,2022-09-01,0.55,34,"quantile"
"11 day ahead inc hosp","08",2022-08-22,2022-09-02,0.55,33,"quantile"
"12 day ahead inc hosp","08",2022-08-22,2022-09-03,0.55,32,"quantile"
"13 day ahead inc hosp","08",2022-08-22,2022-09-04,0.55,32,"quantile"
"14 day ahead inc hosp","08",2022-08-22,2022-09-05,0.55,31,"quantile"
"15 day ahead inc hosp","08",2022-08-22,2022-09-06,0.55,30,"quantile"
"16 day ahead inc hosp","08",2022-08-22,2022-09-07,0.55,28,"quantile"
"17 day ahead inc hosp","08",2022-08-22,2022-09-08,0.55,28,"quantile"
"18 day ahead inc hosp","08",2022-08-22,2022-09-09,0.55,28,"quantile"
"19 day ahead inc hosp","08",2022-08-22,2022-09-10,0.55,27,"quantile"
"20 day ahead inc hosp","08",2022-08-22,2022-09-11,0.55,26,"quantile"
"21 day ahead inc hosp","08",2022-08-22,2022-09-12,0.55,25,"quantile"
"22 day ahead inc hosp","08",2022-08-22,2022-09-13,0.55,25,"quantile"
"23 day ahead inc hosp","08",2022-08-22,2022-09-14,0.55,24,"quantile"
"24 day ahead inc hosp","08",2022-08-22,2022-09-15,0.55,23,"quantile"
"25 day ahead inc hosp","08",2022-08-22,2022-09-16,0.55,23,"quantile"
"26 day ahead inc hosp","08",2022-08-22,2022-09-17,0.55,22,"quantile"
"27 day ahead inc hosp","08",2022-08-22,2022-09-18,0.55,22,"quantile"
"28 day ahead inc hosp","08",2022-08-22,2022-09-19,0.55,21,"quantile"
"29 day ahead inc hosp","08",2022-08-22,2022-09-20,0.55,21,"quantile"
"30 day ahead inc hosp","08",2022-08-22,2022-09-21,0.55,21,"quantile"
"1 day ahead inc hosp","08",2022-08-22,2022-08-23,0.6,46,"quantile"
"2 day ahead inc hosp","08",2022-08-22,2022-08-24,0.6,45,"quantile"
"3 day ahead inc hosp","08",2022-08-22,2022-08-25,0.6,44,"quantile"
"4 day ahead inc hosp","08",2022-08-22,2022-08-26,0.6,43,"quantile"
"5 day ahead inc hosp","08",2022-08-22,2022-08-27,0.6,41,"quantile"
"6 day ahead inc hosp","08",2022-08-22,2022-08-28,0.6,40,"quantile"
"7 day ahead inc hosp","08",2022-08-22,2022-08-29,0.6,39,"quantile"
"8 day ahead inc hosp","08",2022-08-22,2022-08-30,0.6,38,"quantile"
"9 day ahead inc hosp","08",2022-08-22,2022-08-31,0.6,37,"quantile"
"10 day ahead inc hosp","08",2022-08-22,2022-09-01,0.6,35,"quantile"
"11 day ahead inc hosp","08",2022-08-22,2022-09-02,0.6,35,"quantile"
"12 day ahead inc hosp","08",2022-08-22,2022-09-03,0.6,34,"quantile"
"13 day ahead inc hosp","08",2022-08-22,2022-09-04,0.6,33,"quantile"
"14 day ahead inc hosp","08",2022-08-22,2022-09-05,0.6,33,"quantile"
"15 day ahead inc hosp","08",2022-08-22,2022-09-06,0.6,32,"quantile"
"16 day ahead inc hosp","08",2022-08-22,2022-09-07,0.6,30,"quantile"
"17 day ahead inc hosp","08",2022-08-22,2022-09-08,0.6,30,"quantile"
"18 day ahead inc hosp","08",2022-08-22,2022-09-09,0.6,29,"quantile"
"19 day ahead inc hosp","08",2022-08-22,2022-09-10,0.6,28,"quantile"
"20 day ahead inc hosp","08",2022-08-22,2022-09-11,0.6,28,"quantile"
"21 day ahead inc hosp","08",2022-08-22,2022-09-12,0.6,27,"quantile"
"22 day ahead inc hosp","08",2022-08-22,2022-09-13,0.6,26,"quantile"
"23 day ahead inc hosp","08",2022-08-22,2022-09-14,0.6,26,"quantile"
"24 day ahead inc hosp","08",2022-08-22,2022-09-15,0.6,25,"quantile"
"25 day ahead inc hosp","08",2022-08-22,2022-09-16,0.6,25,"quantile"
"26 day ahead inc hosp","08",2022-08-22,2022-09-17,0.6,24,"quantile"
"27 day ahead inc hosp","08",2022-08-22,2022-09-18,0.6,23,"quantile"
"28 day ahead inc hosp","08",2022-08-22,2022-09-19,0.6,23,"quantile"
"29 day ahead inc hosp","08",2022-08-22,2022-09-20,0.6,22,"quantile"
"30 day ahead inc hosp","08",2022-08-22,2022-09-21,0.6,22,"quantile"
"1 day ahead inc hosp","08",2022-08-22,2022-08-23,0.65,48,"quantile"
"2 day ahead inc hosp","08",2022-08-22,2022-08-24,0.65,47,"quantile"
"3 day ahead inc hosp","08",2022-08-22,2022-08-25,0.65,47,"quantile"
"4 day ahead inc hosp","08",2022-08-22,2022-08-26,0.65,44,"quantile"
"5 day ahead inc hosp","08",2022-08-22,2022-08-27,0.65,43,"quantile"
"6 day ahead inc hosp","08",2022-08-22,2022-08-28,0.65,42,"quantile"
"7 day ahead inc hosp","08",2022-08-22,2022-08-29,0.65,41,"quantile"
"8 day ahead inc hosp","08",2022-08-22,2022-08-30,0.65,40,"quantile"
"9 day ahead inc hosp","08",2022-08-22,2022-08-31,0.65,39,"quantile"
"10 day ahead inc hosp","08",2022-08-22,2022-09-01,0.65,37,"quantile"
"11 day ahead inc hosp","08",2022-08-22,2022-09-02,0.65,37,"quantile"
"12 day ahead inc hosp","08",2022-08-22,2022-09-03,0.65,35,"quantile"
"13 day ahead inc hosp","08",2022-08-22,2022-09-04,0.65,35,"quantile"
"14 day ahead inc hosp","08",2022-08-22,2022-09-05,0.65,35,"quantile"
"15 day ahead inc hosp","08",2022-08-22,2022-09-06,0.65,33,"quantile"
"16 day ahead inc hosp","08",2022-08-22,2022-09-07,0.65,31,"quantile"
"17 day ahead inc hosp","08",2022-08-22,2022-09-08,0.65,32,"quantile"
"18 day ahead inc hosp","08",2022-08-22,2022-09-09,0.65,31,"quantile"
"19 day ahead inc hosp","08",2022-08-22,2022-09-10,0.65,30,"quantile"
"20 day ahead inc hosp","08",2022-08-22,2022-09-11,0.65,30,"quantile"
"21 day ahead inc hosp","08",2022-08-22,2022-09-12,0.65,29,"quantile"
"22 day ahead inc hosp","08",2022-08-22,2022-09-13,0.65,28,"quantile"
"23 day ahead inc hosp","08",2022-08-22,2022-09-14,0.65,27,"quantile"
"24 day ahead inc hosp","08",2022-08-22,2022-09-15,0.65,27,"quantile"
"25 day ahead inc hosp","08",2022-08-22,2022-09-16,0.65,26,"quantile"
"26 day ahead inc hosp","08",2022-08-22,2022-09-17,0.65,25,"quantile"
"27 day ahead inc hosp","08",2022-08-22,2022-09-18,0.65,24,"quantile"
"28 day ahead inc hosp","08",2022-08-22,2022-09-19,0.65,24,"quantile"
"29 day ahead inc hosp","08",2022-08-22,2022-09-20,0.65,24,"quantile"
"30 day ahead inc hosp","08",2022-08-22,2022-09-21,0.65,23,"quantile"
"1 day ahead inc hosp","08",2022-08-22,2022-08-23,0.7,51,"quantile"
"2 day ahead inc hosp","08",2022-08-22,2022-08-24,0.7,49,"quantile"
"3 day ahead inc hosp","08",2022-08-22,2022-08-25,0.7,49,"quantile"
"4 day ahead inc hosp","08",2022-08-22,2022-08-26,0.7,47,"quantile"
"5 day ahead inc hosp","08",2022-08-22,2022-08-27,0.7,45,"quantile"
"6 day ahead inc hosp","08",2022-08-22,2022-08-28,0.7,45,"quantile"
"7 day ahead inc hosp","08",2022-08-22,2022-08-29,0.7,43,"quantile"
"8 day ahead inc hosp","08",2022-08-22,2022-08-30,0.7,42,"quantile"
"9 day ahead inc hosp","08",2022-08-22,2022-08-31,0.7,41,"quantile"
"10 day ahead inc hosp","08",2022-08-22,2022-09-01,0.7,39,"quantile"
"11 day ahead inc hosp","08",2022-08-22,2022-09-02,0.7,39,"quantile"
"12 day ahead inc hosp","08",2022-08-22,2022-09-03,0.7,37,"quantile"
"13 day ahead inc hosp","08",2022-08-22,2022-09-04,0.7,37,"quantile"
"14 day ahead inc hosp","08",2022-08-22,2022-09-05,0.7,36,"quantile"
"15 day ahead inc hosp","08",2022-08-22,2022-09-06,0.7,36,"quantile"
"16 day ahead inc hosp","08",2022-08-22,2022-09-07,0.7,33,"quantile"
"17 day ahead inc hosp","08",2022-08-22,2022-09-08,0.7,33,"quantile"
"18 day ahead inc hosp","08",2022-08-22,2022-09-09,0.7,33,"quantile"
"19 day ahead inc hosp","08",2022-08-22,2022-09-10,0.7,32,"quantile"
"20 day ahead inc hosp","08",2022-08-22,2022-09-11,0.7,31,"quantile"
"21 day ahead inc hosp","08",2022-08-22,2022-09-12,0.7,30,"quantile"
"22 day ahead inc hosp","08",2022-08-22,2022-09-13,0.7,30,"quantile"
"23 day ahead inc hosp","08",2022-08-22,2022-09-14,0.7,29,"quantile"
"24 day ahead inc hosp","08",2022-08-22,2022-09-15,0.7,28,"quantile"
"25 day ahead inc hosp","08",2022-08-22,2022-09-16,0.7,28,"quantile"
"26 day ahead inc hosp","08",2022-08-22,2022-09-17,0.7,27,"quantile"
"27 day ahead inc hosp","08",2022-08-22,2022-09-18,0.7,26,"quantile"
"28 day ahead inc hosp","08",2022-08-22,2022-09-19,0.7,26,"quantile"
"29 day ahead inc hosp","08",2022-08-22,2022-09-20,0.7,25,"quantile"
"30 day ahead inc hosp","08",2022-08-22,2022-09-21,0.7,25,"quantile"
"1 day ahead inc hosp","08",2022-08-22,2022-08-23,0.75,53,"quantile"
"2 day ahead inc hosp","08",2022-08-22,2022-08-24,0.75,52,"quantile"
"3 day ahead inc hosp","08",2022-08-22,2022-08-25,0.75,51,"quantile"
"4 day ahead inc hosp","08",2022-08-22,2022-08-26,0.75,49,"quantile"
"5 day ahead inc hosp","08",2022-08-22,2022-08-27,0.75,47,"quantile"
"6 day ahead inc hosp","08",2022-08-22,2022-08-28,0.75,47,"quantile"
"7 day ahead inc hosp","08",2022-08-22,2022-08-29,0.75,45,"quantile"
"8 day ahead inc hosp","08",2022-08-22,2022-08-30,0.75,44,"quantile"
"9 day ahead inc hosp","08",2022-08-22,2022-08-31,0.75,43,"quantile"
"10 day ahead inc hosp","08",2022-08-22,2022-09-01,0.75,41,"quantile"
"11 day ahead inc hosp","08",2022-08-22,2022-09-02,0.75,41,"quantile"
"12 day ahead inc hosp","08",2022-08-22,2022-09-03,0.75,39,"quantile"
"13 day ahead inc hosp","08",2022-08-22,2022-09-04,0.75,39,"quantile"
"14 day ahead inc hosp","08",2022-08-22,2022-09-05,0.75,38,"quantile"
"15 day ahead inc hosp","08",2022-08-22,2022-09-06,0.75,38,"quantile"
"16 day ahead inc hosp","08",2022-08-22,2022-09-07,0.75,35,"quantile"
"17 day ahead inc hosp","08",2022-08-22,2022-09-08,0.75,35,"quantile"
"18 day ahead inc hosp","08",2022-08-22,2022-09-09,0.75,35,"quantile"
"19 day ahead inc hosp","08",2022-08-22,2022-09-10,0.75,34,"quantile"
"20 day ahead inc hosp","08",2022-08-22,2022-09-11,0.75,33,"quantile"
"21 day ahead inc hosp","08",2022-08-22,2022-09-12,0.75,32,"quantile"
"22 day ahead inc hosp","08",2022-08-22,2022-09-13,0.75,32,"quantile"
"23 day ahead inc hosp","08",2022-08-22,2022-09-14,0.75,30,"quantile"
"24 day ahead inc hosp","08",2022-08-22,2022-09-15,0.75,30,"quantile"
"25 day ahead inc hosp","08",2022-08-22,2022-09-16,0.75,29,"quantile"
"26 day ahead inc hosp","08",2022-08-22,2022-09-17,0.75,29,"quantile"
"27 day ahead inc hosp","08",2022-08-22,2022-09-18,0.75,28,"quantile"
"28 day ahead inc hosp","08",2022-08-22,2022-09-19,0.75,27,"quantile"
"29 day ahead inc hosp","08",2022-08-22,2022-09-20,0.75,27,"quantile"
"30 day ahead inc hosp","08",2022-08-22,2022-09-21,0.75,26,"quantile"
"1 day ahead inc hosp","08",2022-08-22,2022-08-23,0.8,57,"quantile"
"2 day ahead inc hosp","08",2022-08-22,2022-08-24,0.8,55,"quantile"
"3 day ahead inc hosp","08",2022-08-22,2022-08-25,0.8,54,"quantile"
"4 day ahead inc hosp","08",2022-08-22,2022-08-26,0.8,52,"quantile"
"5 day ahead inc hosp","08",2022-08-22,2022-08-27,0.8,50,"quantile"
"6 day ahead inc hosp","08",2022-08-22,2022-08-28,0.8,50,"quantile"
"7 day ahead inc hosp","08",2022-08-22,2022-08-29,0.8,48,"quantile"
"8 day ahead inc hosp","08",2022-08-22,2022-08-30,0.8,47,"quantile"
"9 day ahead inc hosp","08",2022-08-22,2022-08-31,0.8,46,"quantile"
"10 day ahead inc hosp","08",2022-08-22,2022-09-01,0.8,45,"quantile"
"11 day ahead inc hosp","08",2022-08-22,2022-09-02,0.8,44,"quantile"
"12 day ahead inc hosp","08",2022-08-22,2022-09-03,0.8,42,"quantile"
"13 day ahead inc hosp","08",2022-08-22,2022-09-04,0.8,40.2,"quantile"
"14 day ahead inc hosp","08",2022-08-22,2022-09-05,0.8,41,"quantile"
"15 day ahead inc hosp","08",2022-08-22,2022-09-06,0.8,40,"quantile"
"16 day ahead inc hosp","08",2022-08-22,2022-09-07,0.8,38,"quantile"
"17 day ahead inc hosp","08",2022-08-22,2022-09-08,0.8,38,"quantile"
"18 day ahead inc hosp","08",2022-08-22,2022-09-09,0.8,38,"quantile"
"19 day ahead inc hosp","08",2022-08-22,2022-09-10,0.8,36,"quantile"
"20 day ahead inc hosp","08",2022-08-22,2022-09-11,0.8,35,"quantile"
"21 day ahead inc hosp","08",2022-08-22,2022-09-12,0.8,34,"quantile"
"22 day ahead inc hosp","08",2022-08-22,2022-09-13,0.8,34,"quantile"
"23 day ahead inc hosp","08",2022-08-22,2022-09-14,0.8,33,"quantile"
"24 day ahead inc hosp","08",2022-08-22,2022-09-15,0.8,32,"quantile"
"25 day ahead inc hosp","08",2022-08-22,2022-09-16,0.8,32,"quantile"
"26 day ahead inc hosp","08",2022-08-22,2022-09-17,0.8,31,"quantile"
"27 day ahead inc hosp","08",2022-08-22,2022-09-18,0.8,29,"quantile"
"28 day ahead inc hosp","08",2022-08-22,2022-09-19,0.8,30,"quantile"
"29 day ahead inc hosp","08",2022-08-22,2022-09-20,0.8,29,"quantile"
"30 day ahead inc hosp","08",2022-08-22,2022-09-21,0.8,28,"quantile"
"1 day ahead inc hosp","08",2022-08-22,2022-08-23,0.85,61,"quantile"
"2 day ahead inc hosp","08",2022-08-22,2022-08-24,0.85,58,"quantile"
"3 day ahead inc hosp","08",2022-08-22,2022-08-25,0.85,58,"quantile"
"4 day ahead inc hosp","08",2022-08-22,2022-08-26,0.85,55,"quantile"
"5 day ahead inc hosp","08",2022-08-22,2022-08-27,0.85,53,"quantile"
"6 day ahead inc hosp","08",2022-08-22,2022-08-28,0.85,53,"quantile"
"7 day ahead inc hosp","08",2022-08-22,2022-08-29,0.85,51,"quantile"
"8 day ahead inc hosp","08",2022-08-22,2022-08-30,0.85,50,"quantile"
"9 day ahead inc hosp","08",2022-08-22,2022-08-31,0.85,48,"quantile"
"10 day ahead inc hosp","08",2022-08-22,2022-09-01,0.85,47,"quantile"
"11 day ahead inc hosp","08",2022-08-22,2022-09-02,0.85,46,"quantile"
"12 day ahead inc hosp","08",2022-08-22,2022-09-03,0.85,45,"quantile"
"13 day ahead inc hosp","08",2022-08-22,2022-09-04,0.85,43.1500000000001,"quantile"
"14 day ahead inc hosp","08",2022-08-22,2022-09-05,0.85,43,"quantile"
"15 day ahead inc hosp","08",2022-08-22,2022-09-06,0.85,43,"quantile"
"16 day ahead inc hosp","08",2022-08-22,2022-09-07,0.85,41,"quantile"
"17 day ahead inc hosp","08",2022-08-22,2022-09-08,0.85,40,"quantile"
"18 day ahead inc hosp","08",2022-08-22,2022-09-09,0.85,40,"quantile"
"19 day ahead inc hosp","08",2022-08-22,2022-09-10,0.85,39,"quantile"
"20 day ahead inc hosp","08",2022-08-22,2022-09-11,0.85,38,"quantile"
"21 day ahead inc hosp","08",2022-08-22,2022-09-12,0.85,37,"quantile"
"22 day ahead inc hosp","08",2022-08-22,2022-09-13,0.85,36,"quantile"
"23 day ahead inc hosp","08",2022-08-22,2022-09-14,0.85,36,"quantile"
"24 day ahead inc hosp","08",2022-08-22,2022-09-15,0.85,34,"quantile"
"25 day ahead inc hosp","08",2022-08-22,2022-09-16,0.85,34,"quantile"
"26 day ahead inc hosp","08",2022-08-22,2022-09-17,0.85,33,"quantile"
"27 day ahead inc hosp","08",2022-08-22,2022-09-18,0.85,33,"quantile"
"28 day ahead inc hosp","08",2022-08-22,2022-09-19,0.85,32,"quantile"
"29 day ahead inc hosp","08",2022-08-22,2022-09-20,0.85,31,"quantile"
"30 day ahead inc hosp","08",2022-08-22,2022-09-21,0.85,31,"quantile"
"1 day ahead inc hosp","08",2022-08-22,2022-08-23,0.9,65,"quantile"
"2 day ahead inc hosp","08",2022-08-22,2022-08-24,0.9,62,"quantile"
"3 day ahead inc hosp","08",2022-08-22,2022-08-25,0.9,62,"quantile"
"4 day ahead inc hosp","08",2022-08-22,2022-08-26,0.9,60,"quantile"
"5 day ahead inc hosp","08",2022-08-22,2022-08-27,0.9,58,"quantile"
"6 day ahead inc hosp","08",2022-08-22,2022-08-28,0.9,56,"quantile"
"7 day ahead inc hosp","08",2022-08-22,2022-08-29,0.9,55,"quantile"
"8 day ahead inc hosp","08",2022-08-22,2022-08-30,0.9,54,"quantile"
"9 day ahead inc hosp","08",2022-08-22,2022-08-31,0.9,53,"quantile"
"10 day ahead inc hosp","08",2022-08-22,2022-09-01,0.9,51,"quantile"
"11 day ahead inc hosp","08",2022-08-22,2022-09-02,0.9,51,"quantile"
"12 day ahead inc hosp","08",2022-08-22,2022-09-03,0.9,50,"quantile"
"13 day ahead inc hosp","08",2022-08-22,2022-09-04,0.9,47,"quantile"
"14 day ahead inc hosp","08",2022-08-22,2022-09-05,0.9,46,"quantile"
"15 day ahead inc hosp","08",2022-08-22,2022-09-06,0.9,48,"quantile"
"16 day ahead inc hosp","08",2022-08-22,2022-09-07,0.9,44.1000000000001,"quantile"
"17 day ahead inc hosp","08",2022-08-22,2022-09-08,0.9,44,"quantile"
"18 day ahead inc hosp","08",2022-08-22,2022-09-09,0.9,43.1000000000001,"quantile"
"19 day ahead inc hosp","08",2022-08-22,2022-09-10,0.9,43,"quantile"
"20 day ahead inc hosp","08",2022-08-22,2022-09-11,0.9,42,"quantile"
"21 day ahead inc hosp","08",2022-08-22,2022-09-12,0.9,42,"quantile"
"22 day ahead inc hosp","08",2022-08-22,2022-09-13,0.9,40,"quantile"
"23 day ahead inc hosp","08",2022-08-22,2022-09-14,0.9,39,"quantile"
"24 day ahead inc hosp","08",2022-08-22,2022-09-15,0.9,38,"quantile"
"25 day ahead inc hosp","08",2022-08-22,2022-09-16,0.9,38,"quantile"
"26 day ahead inc hosp","08",2022-08-22,2022-09-17,0.9,37,"quantile"
"27 day ahead inc hosp","08",2022-08-22,2022-09-18,0.9,36,"quantile"
"28 day ahead inc hosp","08",2022-08-22,2022-09-19,0.9,36,"quantile"
"29 day ahead inc hosp","08",2022-08-22,2022-09-20,0.9,35,"quantile"
"30 day ahead inc hosp","08",2022-08-22,2022-09-21,0.9,35,"quantile"
"1 day ahead inc hosp","08",2022-08-22,2022-08-23,0.95,73,"quantile"
"2 day ahead inc hosp","08",2022-08-22,2022-08-24,0.95,68.05,"quantile"
"3 day ahead inc hosp","08",2022-08-22,2022-08-25,0.95,71,"quantile"
"4 day ahead inc hosp","08",2022-08-22,2022-08-26,0.95,66,"quantile"
"5 day ahead inc hosp","08",2022-08-22,2022-08-27,0.95,65,"quantile"
"6 day ahead inc hosp","08",2022-08-22,2022-08-28,0.95,63,"quantile"
"7 day ahead inc hosp","08",2022-08-22,2022-08-29,0.95,61,"quantile"
"8 day ahead inc hosp","08",2022-08-22,2022-08-30,0.95,61,"quantile"
"9 day ahead inc hosp","08",2022-08-22,2022-08-31,0.95,59,"quantile"
"10 day ahead inc hosp","08",2022-08-22,2022-09-01,0.95,57.05,"quantile"
"11 day ahead inc hosp","08",2022-08-22,2022-09-02,0.95,58,"quantile"
"12 day ahead inc hosp","08",2022-08-22,2022-09-03,0.95,56,"quantile"
"13 day ahead inc hosp","08",2022-08-22,2022-09-04,0.95,54,"quantile"
"14 day ahead inc hosp","08",2022-08-22,2022-09-05,0.95,54,"quantile"
"15 day ahead inc hosp","08",2022-08-22,2022-09-06,0.95,54,"quantile"
"16 day ahead inc hosp","08",2022-08-22,2022-09-07,0.95,50.05,"quantile"
"17 day ahead inc hosp","08",2022-08-22,2022-09-08,0.95,49,"quantile"
"18 day ahead inc hosp","08",2022-08-22,2022-09-09,0.95,49,"quantile"
"19 day ahead inc hosp","08",2022-08-22,2022-09-10,0.95,49,"quantile"
"20 day ahead inc hosp","08",2022-08-22,2022-09-11,0.95,48,"quantile"
"21 day ahead inc hosp","08",2022-08-22,2022-09-12,0.95,47,"quantile"
